id,reviews_per_month,last_review,number_of_reviews
18471232,1.92,2019/06/24,28
18471276,0.15,2017/06/09,4
18471556,0.15,2017/09/25,4
18471815,,,0
18472494,2.66,2019/06/22,67
18472524,0.3,2017/06/18,8
18473439,4.82,2019/07/05,126
18475187,0.43,2019/01/02,10
18476474,5.13,2019/07/02,136
18476851,1.65,2019/06/13,43
18477009,0.19,2017/08/28,5
18477226,0.43,2017/10/15,11
18477519,0.06,2018/03/01,1
18481196,0.6,2019/03/06,12
18484597,0.04,2017/05/23,1
18485393,,,0
18485487,0.04,2017/05/25,1
18485922,0.11,2019/01/02,2
18486698,0.34,2017/07/03,9
18486868,0.81,2019/05/08,21
18487817,,,0
18488077,0.26,2017/06/01,7
18488335,1.36,2019/06/23,35
18488833,0.53,2019/03/24,14
18489366,3.73,2019/06/29,21
18489843,0.12,2017/09/03,3
18490141,1.68,2019/06/12,43
18491689,,,0
18493375,0.36,2019/01/01,8
18496255,0.34,2019/03/29,8
18496331,0.2,2019/05/11,5
18496902,0.04,2017/05/08,1
18498466,0.76,2019/06/09,20
18499050,2.29,2019/06/26,60
18499074,0.9,2019/06/30,11
18500556,,,0
18500972,,,0
18502246,0.83,2019/05/19,21
18503701,3.36,2019/06/22,88
18503779,0.42,2017/08/18,11
18503789,0.32,2019/03/01,8
18504151,1.56,2019/06/22,41
18504631,0.44,2018/10/03,11
18505453,0.26,2017/05/28,7
18505594,4,2019/03/29,104
18506292,1.78,2019/06/18,46
18506359,1.31,2019/06/14,34
18506841,3.41,2019/07/02,89
18507671,,,0
18507990,1.23,2019/01/01,30
18508209,1.18,2019/06/25,22
18508470,2.71,2019/07/02,71
18508959,1.25,2019/06/16,32
18510340,0.19,2019/04/07,5
18515889,0.17,2019/01/02,4
18516072,,,0
18516103,0.04,2017/05/19,1
18517584,,,0
18518678,0.08,2017/06/10,2
18519818,0.47,2019/06/23,12
18520516,0.44,2019/06/09,11
18521860,2.88,2019/07/02,67
18522181,2.15,2019/06/24,54
18522547,1.13,2019/06/17,30
18523182,0.65,2019/05/26,17
18523629,,,0
18523918,7.04,2019/06/27,57
18525915,0.35,2019/03/03,2
18526162,3.48,2019/06/21,91
18527060,0.32,2019/04/30,6
18527437,0.12,2018/01/03,3
18535402,4.19,2019/06/20,86
18540170,4.12,2019/06/14,107
18540856,0.69,2018/07/07,18
18541736,0.04,2017/06/11,1
18542490,2.59,2019/07/01,61
18543045,1.14,2019/06/07,29
18543400,1.81,2019/05/19,47
18544441,0.15,2017/05/24,4
18546552,0.04,2017/05/22,1
18546787,1.36,2019/06/07,36
18547076,,,0
18547663,,,0
18548112,2.62,2019/06/04,69
18548561,0.27,2018/04/08,7
18549136,0.08,2017/06/11,2
18549222,2.65,2019/07/01,69
18550111,0.09,2019/01/01,2
18550366,0.08,2017/05/20,2
18550867,3.17,2019/06/26,81
18550947,0.38,2018/12/29,10
18551084,0.49,2019/01/01,13
18551196,0.04,2017/05/21,1
18559902,0.64,2019/05/16,16
18560104,0.51,2019/06/23,13
18560569,0.65,2019/04/07,17
18560625,0.05,2017/12/31,1
18561200,2.47,2018/09/28,65
18561365,0.12,2017/08/06,3
18561618,2.6,2019/06/22,68
18561753,0.16,2017/12/10,4
18562269,0.48,2019/05/28,3
18563383,,,0
18564694,2.38,2019/06/24,62
18565097,0.38,2017/08/28,10
18565588,0.13,2018/09/03,3
18565752,5.59,2019/06/23,148
18566324,0.15,2018/07/04,4
18566623,2.69,2019/07/01,68
18566802,0.04,2017/06/05,1
18568023,,,0
18568171,2.15,2019/04/30,54
18568551,,,0
18569142,,,0
18569279,0.71,2019/05/15,17
18569422,1.99,2018/11/05,52
18570075,1.99,2019/06/09,52
18570121,,,0
18571803,1.32,2019/05/29,26
18572271,0.21,2018/05/28,5
18573121,0.1,2018/11/17,2
18577672,0.04,2017/05/25,1
18577989,0.15,2017/05/29,4
18579416,0.12,2017/11/25,3
18579690,0.62,2018/07/12,16
18582592,0.08,2017/08/13,2
18582792,5.57,2019/06/24,146
18583072,0.24,2018/05/10,6
18583467,3.59,2019/07/07,93
18583921,0.24,2017/09/14,6
18584089,0.15,2017/05/19,4
18584180,1.12,2019/06/08,24
18584411,,,0
18584742,3.86,2019/06/23,100
18585458,4.18,2019/06/29,108
18585546,,,0
18585784,0.08,2017/05/31,2
18586018,4.44,2019/07/02,117
18586787,,,0
18586873,0.7,2019/06/02,18
18587083,0.15,2018/12/31,4
18591642,0.04,2017/06/23,1
18592160,0.91,2019/07/06,24
18593138,1.91,2019/06/23,46
18595831,1.2,2019/07/07,31
18596194,0.04,2017/05/29,1
18596197,0.45,2019/06/08,3
18596546,0.37,2018/08/01,9
18596772,0.31,2018/11/18,8
18597408,0.08,2017/05/12,2
18597754,0.08,2017/07/14,2
18597908,0.56,2019/04/29,13
18599156,0.14,2018/06/02,3
18599224,,,0
18599296,4.78,2019/04/02,126
18599352,0.17,2019/05/13,4
18600659,0.1,2018/09/03,1
18601353,4.47,2019/06/21,116
18602201,0.12,2017/09/19,3
18605919,0.24,2018/07/22,6
18606237,1.56,2019/07/05,37
18609316,1.07,2019/05/08,28
18609555,,,0
18610314,0.19,2019/07/03,5
18610539,0.39,2018/12/09,10
18610543,0.08,2017/05/29,2
18610544,,,0
18610554,,,0
18611347,,,0
18611605,3.1,2019/06/02,80
18611872,3.11,2019/07/02,80
18612291,,,0
18612722,0.28,2018/04/29,7
18612788,,,0
18612976,1,2019/06/18,26
18613550,0.31,2017/11/01,8
18613981,3.8,2019/06/23,98
18614596,0.19,2018/06/14,5
18615054,1.36,2019/06/08,35
18615497,0.04,2017/06/03,1
18615898,2.09,2019/05/31,8
18615903,2.63,2019/07/05,69
18615964,0.27,2019/02/19,5
18616208,,,0
18616217,0.95,2019/06/28,24
18616234,0.42,2017/07/15,11
18616809,0.04,2017/06/07,1
18617060,,,0
18617195,0.73,2019/06/21,19
18617676,0.73,2019/06/29,19
18619857,0.67,2019/06/28,15
18624243,0.05,2017/10/16,1
18625919,5.84,2019/06/21,145
18626606,0.43,2018/05/14,10
18628912,0.77,2019/01/01,20
18629326,,,0
18629621,,,0
18630660,0.19,2017/08/23,5
18632197,0.55,2018/09/16,13
18632502,2.66,2019/07/01,69
18632582,0.46,2018/10/07,12
18634847,0.76,2019/06/05,19
18635370,,,0
18635942,3.43,2019/06/22,89
18636030,,,0
18636622,0.13,2017/12/02,3
18637270,0.31,2019/03/30,8
18637912,3.09,2019/06/29,73
18638015,0.08,2018/06/11,2
18638573,1.03,2019/06/15,27
18638985,0.4,2019/05/12,9
18645286,,,0
18646075,0.17,2018/09/10,4
18646653,1.22,2019/05/27,32
18647180,0.04,2017/05/22,1
18647217,3.93,2019/06/17,103
18647731,0.35,2018/11/05,9
18648243,1.57,2019/04/01,41
18648360,0.12,2017/07/16,3
18648591,,,0
18649105,0.65,2019/04/23,17
18649351,2.19,2019/05/08,44
18649806,1.03,2019/07/02,27
18649822,2.67,2019/07/02,68
18650087,3,2019/07/07,78
18650569,3.82,2019/06/15,96
18652220,1.25,2019/06/23,32
18652544,,,0
18655599,0.08,2017/08/29,2
18655815,0.04,2017/08/24,1
18655886,,,0
18655992,,,0
18656413,0.12,2017/06/04,3
18656661,0.46,2017/07/30,12
18657209,0.12,2017/08/27,3
18662619,0.32,2018/11/30,8
18662664,0.81,2018/03/18,21
18662841,,,0
18664875,0.17,2019/04/26,4
18666583,,,0
18666975,0.85,2019/06/02,22
18667184,0.17,2018/05/06,4
18667956,0.85,2019/07/01,22
18668037,,,0
18668571,0.59,2019/06/23,15
18668594,,,0
18669019,,,0
18669496,1.03,2019/07/06,25
18669801,0.12,2017/05/30,3
18670480,,,0
18671835,10.19,2019/07/05,141
18672921,0.08,2017/06/12,2
18673613,0.27,2018/03/11,7
18674105,0.08,2017/06/21,2
18675061,0.19,2017/07/04,5
18675083,,,0
18675215,0.58,2018/09/22,14
18675599,0.42,2017/09/20,11
18676837,2.92,2019/06/30,65
18680331,0.08,2018/01/21,2
18682735,,,0
18682763,,,0
18683699,0.92,2017/12/11,24
18683879,0.2,2019/02/02,3
18685854,,,0
18686269,,,0
18686390,0.5,2018/01/01,13
18686501,,,0
18686508,0.19,2018/05/13,5
18686817,0.19,2017/09/29,5
18688150,2.26,2019/07/05,51
18689454,0.66,2019/05/25,17
18689588,0.24,2018/08/18,6
18690466,1.95,2019/05/26,49
18690651,,,0
18690921,6.37,2019/06/21,166
18691084,0.05,2017/12/24,1
18691204,0.28,2018/08/26,3
18691948,0.15,2019/04/22,4
18692028,3.67,2019/06/23,94
18692321,,,0
18695104,1.07,2017/11/11,28
18699576,0.08,2017/07/23,2
18700004,,,0
18701095,0.73,2018/07/06,19
18702075,0.19,2017/06/03,5
18704012,0.14,2017/10/15,3
18704413,3.14,2019/06/28,80
18704805,0.07,2018/05/06,1
18705087,1.4,2019/06/20,36
18706173,2.42,2019/07/06,59
18706845,1.13,2018/02/02,29
18706893,,,0
18707214,0.12,2017/08/11,3
18707698,0.08,2017/06/04,2
18715285,1.94,2019/05/29,49
18716289,0.29,2018/08/20,7
18716439,0.24,2018/04/14,6
18716602,0.19,2018/11/01,2
18716795,0.31,2018/08/01,8
18718070,,,0
18718195,1.86,2019/06/20,48
18719129,1.77,2019/06/10,46
18719477,,,0
18719526,1.63,2019/01/02,41
18719602,0.04,2017/07/30,1
18719762,0.93,2019/06/23,22
18721027,0.08,2017/07/05,2
18721061,,,0
18721209,1.57,2019/07/01,39
18721341,2.79,2019/06/22,70
18721845,0.12,2017/05/28,3
18722146,0.08,2017/09/12,2
18722657,0.04,2017/05/21,1
18723095,0.19,2017/10/06,5
18728915,0.12,2018/11/25,3
18728971,0.08,2017/06/12,2
18729143,4.26,2019/06/22,111
18729447,0.36,2018/12/21,9
18729461,0.2,2018/08/25,5
18729985,0.27,2019/03/23,6
18731029,0.42,2019/04/26,8
18731641,1.92,2019/07/02,49
18732648,0.62,2019/06/22,16
18734125,0.08,2017/07/22,2
18734225,0.08,2017/06/19,2
18734320,0.54,2018/09/01,14
18734427,,,0
18734568,0.27,2017/07/23,7
18735563,,,0
18735631,1.12,2019/05/07,29
18735653,0.55,2018/12/17,14
18736267,0.37,2018/11/12,4
18736436,2.08,2019/06/14,7
18736455,3.34,2019/07/07,86
18736484,2.36,2019/03/25,61
18736642,,,0
18737053,0.81,2019/06/01,21
18737220,0.8,2019/06/14,7
18737235,1.22,2019/05/28,11
18737594,0.19,2018/09/28,2
18738138,0.73,2019/06/21,19
18745141,1.57,2019/06/14,41
18745314,0.08,2017/05/23,2
18745487,,,0
18745767,0.19,2018/07/16,5
18746696,0.31,2017/12/30,8
18747972,1.5,2018/12/27,39
18748038,,,0
18748170,0.34,2018/11/11,3
18750465,,,0
18750505,0.34,2019/05/29,8
18750597,0.05,2018/01/06,1
18751192,0.13,2018/06/12,3
18751261,0.09,2018/08/22,2
18751687,0.28,2019/03/24,1
18752307,1.96,2019/05/22,51
18753406,0.65,2018/06/03,17
18753411,0.2,2017/06/23,5
18753645,5.61,2019/06/27,140
18755777,2.42,2019/05/27,63
18755951,,,0
18756112,0.05,2017/09/22,1
18758108,0.15,2017/09/04,4
18758370,3.53,2019/02/23,88
18758525,0.72,2018/09/07,18
18762619,,,0
18763188,0.27,2019/06/22,3
18764827,0.11,2018/01/25,2
18766576,1.78,2019/06/23,18
18767695,0.08,2019/06/21,2
18767961,2.33,2019/06/01,53
18768127,0.27,2018/05/18,6
18768741,0.14,2018/10/30,3
18768978,0.7,2018/11/27,16
18769363,0.04,2017/06/02,1
18769652,0.36,2018/05/20,9
18770418,0.09,2019/03/31,2
18771633,0.62,2019/02/05,15
18772198,2.65,2019/06/09,58
18774244,,,0
18776660,0.96,2018/12/30,25
18776908,1.4,2019/06/23,35
18776925,,,0
18778024,3.54,2019/06/23,91
18782064,,,0
18782857,,,0
18783614,2.35,2019/06/08,37
18785035,0.77,2019/04/23,18
18785349,1.19,2019/01/03,31
18787858,0.56,2019/05/16,1
18787950,0.35,2019/01/02,9
18789373,0.39,2019/05/15,10
18789421,3.87,2019/07/02,96
18790004,0.24,2019/01/06,5
18790512,0.19,2017/09/19,5
18791570,2.82,2019/06/20,70
18792188,0.36,2018/09/17,9
18792285,,,0
18792703,0.05,2017/12/10,1
18793151,0.08,2018/01/01,2
18793633,1.15,2019/07/07,28
18793901,0.62,2018/10/28,14
18794243,1.9,2019/04/20,49
18794627,0.24,2017/09/14,6
18794680,1.21,2019/05/24,17
18794754,0.04,2017/06/11,1
18794969,2.21,2018/12/17,56
18795229,3.42,2019/06/23,89
18795447,4.65,2019/06/30,112
18795448,,,0
18795534,0.04,2017/08/06,1
18802366,0.93,2018/06/25,24
18803064,3.7,2019/06/24,96
18803219,,,0
18805588,0.19,2018/10/13,2
18806061,,,0
18806323,1.93,2019/06/30,48
18808260,0.12,2017/07/30,3
18809063,1.71,2019/06/21,42
18811187,,,0
18811240,0.25,2018/08/16,6
18811557,0.43,2018/12/31,6
18812046,1,2018/11/25,23
18812153,0.18,2019/02/06,4
18812330,3.04,2019/06/22,69
18812670,,,0
18813227,3.28,2019/06/16,83
18817404,0.07,2018/04/26,1
18820068,,,0
18820446,0.09,2017/12/30,2
18822687,0.69,2018/12/16,18
18822775,1.8,2019/07/02,46
18823516,5.44,2019/06/24,141
18823750,0.17,2018/09/03,4
18823774,0.29,2019/01/01,6
18823930,,,0
18823940,0.15,2017/05/28,4
18823971,0.14,2018/11/19,3
18824754,1.57,2019/06/19,40
18824820,0.36,2018/03/07,9
18826104,2.45,2019/01/03,63
18826197,1.79,2019/05/28,45
18826370,0.61,2019/06/30,8
18828134,,,0
18828803,0.17,2018/06/16,4
18828846,1.67,2019/07/01,43
18835820,0.39,2018/10/22,10
18836337,2.25,2019/02/25,58
18836532,2.01,2019/07/07,51
18837073,0.82,2019/04/16,20
18837416,4.63,2019/05/26,105
18838643,2.37,2019/06/21,60
18838909,2.29,2019/07/05,58
18840106,,,0
18840683,0.08,2019/02/11,2
18840688,0.2,2018/09/17,5
18840735,4.29,2019/07/01,109
18840866,0.68,2019/05/24,15
18841864,0.04,2017/05/29,1
18842507,2.93,2019/06/30,76
18842510,,,0
18842882,0.04,2017/07/29,1
18844533,1.7,2018/08/09,42
18847331,0.46,2019/06/01,10
18848869,0.87,2019/06/02,21
18849349,0.24,2019/05/05,6
18849787,,,0
18851906,0.43,2018/12/31,8
18852048,0.04,2017/06/01,1
18852200,0.99,2019/04/29,19
18852245,0.29,2019/04/30,7
18852919,0.12,2017/06/12,3
18853435,2.89,2019/06/10,73
18855394,0.08,2017/06/21,2
18855694,1.82,2019/06/12,44
18855750,2.09,2019/06/24,54
18855980,3.86,2019/06/27,97
18856302,3.66,2019/06/30,93
18857134,0.35,2017/12/28,9
18857790,3.69,2019/07/06,95
18857875,0.55,2018/07/27,14
18858192,2.41,2019/06/23,62
18858761,1.99,2019/03/17,49
18865511,0.2,2018/01/07,5
18866187,,,0
18867401,3.28,2019/06/27,85
18869228,0.05,2017/10/16,1
18869692,0.6,2019/06/16,13
18870016,1.64,2019/06/24,42
18870281,,,0
18870342,0.51,2018/09/26,13
18871455,0.05,2017/10/02,1
18871571,3.1,2019/06/17,77
18871734,1.58,2019/07/06,40
18872076,0.08,2017/06/09,2
18872091,0.16,2018/09/16,4
18872495,0.32,2017/11/12,7
18872858,2.68,2019/07/06,69
18873598,,,0
18873722,,,0
18873930,0.21,2018/12/03,5
18874394,0.19,2018/06/09,4
18874640,0.52,2019/05/09,2
18875426,1.19,2019/04/02,30
18875512,4.02,2019/07/03,103
18875740,1.11,2018/12/20,28
18875994,,,0
18876580,5.11,2019/07/03,129
18876659,0.87,2018/09/30,22
18877341,1.05,2019/06/12,25
18877694,1.98,2019/06/24,51
18878093,1,2019/07/04,1
18878260,0.97,2019/07/01,24
18878633,0.31,2018/05/28,8
18879379,,,0
18888212,0.3,2019/06/03,3
18888585,,,0
18889038,0.08,2017/07/21,2
18889564,0.17,2017/11/26,4
18889932,0.72,2018/04/30,18
18890521,2.31,2019/06/16,59
18891508,0.27,2019/05/19,6
18891659,0.36,2018/02/19,9
18892465,0.04,2017/06/19,1
18893669,,,0
18894145,1.11,2019/02/02,19
18894322,0.05,2017/12/30,1
18894445,0.16,2018/11/30,2
18894931,0.2,2018/12/10,5
18895063,0.04,2017/06/20,1
18895187,0.37,2018/11/10,8
18895509,0.16,2017/06/25,4
18896540,1.89,2019/02/01,47
18896824,0.39,2019/04/21,10
18897119,1.77,2019/05/06,45
18897423,0.22,2018/12/05,3
18897901,0.12,2018/01/06,3
18898808,4.22,2019/06/12,105
18899768,0.04,2017/06/09,1
18902729,1.38,2019/06/20,34
18906081,,,0
18907166,,,0
18908083,2.36,2019/06/30,61
18908212,3.68,2019/07/02,93
18908252,0.09,2018/08/05,1
18908490,0.9,2019/07/07,22
18908638,4.66,2019/07/03,118
18908676,0.16,2019/06/24,4
18908677,0.32,2018/09/24,6
18909484,0.31,2017/06/29,8
18909989,,,0
18910029,0.04,2017/06/12,1
18910492,,,0
18911463,0.82,2018/02/21,21
18911633,0.12,2017/09/04,3
18911893,,,0
18912084,0.43,2018/10/22,11
18913001,0.29,2018/07/08,7
18913089,0.16,2017/09/24,4
18913450,0.21,2017/12/29,5
18914656,2.27,2019/06/23,56
18914730,10.34,2019/06/28,266
18915587,0.08,2017/06/01,2
18915658,2.03,2019/06/25,39
18916381,0.79,2019/06/02,20
18916610,1.07,2019/06/23,24
18916850,0.08,2017/06/28,2
18916917,0.04,2017/05/29,1
18917540,0.51,2019/01/04,13
18917771,2.48,2019/06/30,62
18922939,0.16,2019/06/25,4
18923188,0.19,2018/12/03,3
18924273,2.88,2019/06/15,74
18924446,0.46,2019/05/05,1
18924938,1.52,2019/07/01,34
18926057,1.55,2019/06/17,39
18927333,0.12,2017/07/11,3
18929564,0.11,2018/01/02,2
18929965,2.34,2019/06/29,59
18931423,3.33,2019/06/23,85
18931595,0.31,2017/07/29,8
18932586,0.28,2017/11/26,7
18933994,1.56,2019/06/06,39
18934106,4.85,2018/08/14,123
18934728,1.06,2019/06/29,26
18935148,2.14,2019/06/23,47
18935359,,,0
18935508,0.24,2019/06/02,5
18942038,0.27,2018/07/05,6
18942119,2.61,2019/06/10,66
18942156,0.31,2017/09/27,8
18942358,0.2,2019/05/31,4
18942735,0.41,2018/10/09,9
18943821,0.31,2019/03/15,8
18944834,1.69,2019/06/29,42
18946091,,,0
18946105,3.43,2019/07/06,80
18946117,0.08,2017/08/12,2
18946376,0.04,2017/09/02,1
18946416,4.57,2019/07/06,105
18948184,0.08,2017/06/24,2
18948914,2.51,2019/06/29,64
18949137,0.43,2019/04/22,11
18949153,0.27,2017/06/30,7
18949917,0.37,2018/08/22,8
18950091,,,0
18956236,1.38,2019/05/15,34
18957055,0.2,2017/09/24,5
18957522,5.03,2019/06/21,120
18957774,,,0
18958323,,,0
18958355,3.66,2019/06/16,94
18958724,0.44,2017/07/28,11
18959626,1.9,2019/06/21,41
18960386,2.57,2019/06/06,65
18960496,5.45,2019/06/24,138
18961150,0.12,2017/06/26,3
18962847,0.16,2017/06/18,4
18962916,2.39,2019/06/29,61
18962999,2.56,2019/06/09,65
18963479,3.21,2019/06/22,79
18970683,1.24,2019/07/01,31
18971860,,,0
18971993,2.67,2019/06/25,66
18972792,0.08,2017/07/30,2
18975097,0.63,2019/05/21,12
18976585,0.75,2017/09/09,19
18976933,0.13,2018/04/26,2
18979087,0.08,2017/06/16,2
18979981,0.6,2019/05/26,13
18984088,0.75,2019/07/02,19
18985595,3.63,2019/06/23,91
18988028,0.05,2017/11/25,1
18988814,,,0
18989137,0.32,2018/10/07,8
18992110,0.63,2019/02/18,16
18992672,0.04,2017/07/05,1
18992796,1.03,2019/06/16,26
18993091,1.04,2019/06/06,26
18993379,0.09,2018/07/29,1
18993398,2.14,2019/07/06,53
18994394,0.25,2019/07/01,6
18994641,0.4,2019/06/23,10
18994965,2.21,2019/06/16,54
18996087,,,0
18996206,0.05,2017/10/09,1
18996283,0.32,2017/07/24,8
18996738,0.04,2017/07/01,1
18997233,0.1,2017/11/26,2
18997283,0.13,2018/01/15,3
18997371,2.08,2019/07/01,49
18997373,,,0
18997559,0.78,2019/04/21,20
18997907,0.07,2018/04/25,1
18998283,,,0
18998595,3.18,2019/06/09,78
18999045,,,0
18999626,1,2019/06/10,1
18999839,4.44,2019/06/30,113
19000161,1.17,2019/01/01,20
19001879,0.37,2019/05/17,8
19007359,1.44,2018/12/31,36
19009220,0.04,2017/07/31,1
19010266,0.13,2017/12/31,3
19010699,0.12,2017/06/16,3
19010965,,,0
19011068,2.38,2019/06/23,59
19011267,2.58,2019/06/30,64
19011527,2.7,2019/06/30,67
19011610,,,0
19012156,0.12,2017/07/24,3
19012181,0.04,2017/06/22,1
19012262,1.78,2019/06/30,45
19012370,,,0
19013171,0.15,2018/12/22,1
19013218,0.67,2019/05/11,17
19013613,0.24,2018/01/19,6
19013673,0.59,2019/06/12,15
19015029,3.84,2019/06/20,77
19015421,,,0
19015592,0.72,2019/06/23,10
19015637,,,0
19015721,0.12,2017/12/31,3
19017366,,,0
19017429,0.75,2019/01/06,18
19017889,1.71,2018/11/04,42
19018157,5.33,2019/06/30,117
19018768,,,0
19018914,0.04,2017/06/24,1
19018987,,,0
19019159,0.1,2018/09/20,1
19019275,,,0
19019325,,,0
19019762,2.15,2019/06/21,55
19021031,,,0
19027786,0.44,2019/05/05,11
19028078,0.53,2019/05/26,13
19030149,3.33,2019/06/30,81
19031108,0.75,2017/12/22,19
19032635,0.65,2019/05/18,16
19032888,0.47,2019/06/05,12
19034388,0.51,2019/04/27,12
19035295,0.12,2017/07/19,3
19035560,0.55,2018/02/19,14
19036088,,,0
19036290,0.12,2019/01/02,3
19036361,1.65,2018/11/04,42
19036742,0.05,2017/12/31,1
19037873,0.47,2018/06/17,12
19038705,0.09,2018/08/27,1
19038815,7.05,2019/06/24,177
19044895,1.46,2018/07/25,37
19046687,4.46,2019/07/02,111
19047711,0.08,2017/08/04,2
19048034,0.2,2017/06/30,5
19049100,1.67,2019/06/14,42
19049402,0.33,2019/04/27,4
19049449,,,0
19049579,0.33,2018/08/24,8
19049956,0.12,2017/07/31,3
19050995,0.08,2017/06/20,2
19051760,4.52,2019/07/06,100
19051802,0.19,2018/07/27,4
19052801,,,0
19053614,2.48,2019/06/18,49
19054163,4.28,2019/06/18,107
19054284,,,0
19054683,,,0
19054757,3.02,2019/07/01,76
19055226,0.36,2019/05/13,9
19055440,2.8,2019/06/22,71
19056212,0.09,2018/08/22,1
19056511,,,0
19056694,0.28,2018/01/02,7
19057006,0.09,2017/09/09,2
19057018,,,0
19057073,0.95,2019/06/17,23
19057479,0.47,2018/08/06,12
19057619,1.12,2019/05/31,28
19057791,1.62,2019/01/12,41
19058675,0.17,2017/08/15,4
19058691,2.84,2019/07/01,70
19062809,0.21,2017/08/29,5
19063118,4.15,2018/10/07,106
19064354,0.04,2017/07/08,1
19066190,0.24,2017/09/05,6
19066476,2.37,2019/06/30,60
19067757,0.17,2019/01/02,4
19068247,1,2019/07/07,1
19068469,,,0
19068933,,,0
19069048,0.2,2018/07/01,5
19069305,5.65,2019/07/02,144
19069372,0.22,2018/09/18,5
19069381,0.04,2017/07/04,1
19069649,0.57,2019/04/28,12
19069726,,,0
19069900,0.3,2017/12/05,7
19069915,0.15,2019/06/01,2
19069994,0.09,2017/12/03,2
19070571,,,0
19071002,4.99,2019/06/18,124
19071374,0.04,2017/06/17,1
19072587,0.16,2017/06/23,4
19072989,0.32,2019/05/28,8
19073347,0.86,2019/06/04,21
19073356,0.12,2017/07/30,3
19073637,1.98,2019/07/06,50
19073760,0.12,2018/08/25,3
19074024,0.1,2018/09/26,1
19079187,0.12,2017/06/18,3
19080665,,,0
19080983,3.26,2019/06/26,78
19081224,,,0
19081969,,,0
19083269,0.25,2017/12/16,6
19083282,0.06,2018/02/15,1
19083490,,,0
19084168,0.04,2017/07/28,1
19085402,0.65,2019/03/15,16
19085687,0.04,2017/06/29,1
19085711,0.29,2019/03/01,7
19086281,,,0
19087480,3.07,2019/06/23,75
19087695,3.17,2019/06/18,71
19087867,0.31,2018/09/13,6
19093551,,,0
19093789,0.86,2018/12/01,21
19094358,0.29,2018/08/26,7
19094427,0.59,2019/04/07,9
19094459,0.43,2019/05/31,9
19094558,,,0
19094695,0.04,2017/08/18,1
19094835,0.18,2018/08/19,4
19094871,1.16,2019/03/16,29
19095902,2.36,2019/06/30,59
19096160,0.08,2018/06/30,2
19097111,0.25,2017/11/20,6
19098169,0.54,2018/10/21,13
19098568,,,0
19098733,0.08,2018/07/16,1
19099408,0.6,2019/04/29,14
19099537,4.31,2019/06/23,107
19099600,0.32,2018/03/19,8
19100892,0.24,2018/02/18,6
19100971,0.16,2018/06/25,2
19102027,5.31,2019/06/23,135
19102698,0.24,2019/05/06,6
19102715,,,0
19103027,,,0
19103622,4.82,2019/06/20,122
19111261,1.18,2018/02/26,30
19111734,2.55,2019/06/18,64
19113032,0.08,2017/06/08,2
19114014,1.45,2019/07/01,36
19114277,,,0
19114447,0.45,2018/08/24,11
19114715,1.5,2019/07/06,28
19115443,,,0
19116128,0.33,2019/07/01,8
19116449,2.06,2019/07/02,51
19116844,,,0
19117051,0.19,2017/11/13,4
19117207,0.47,2017/08/01,12
19117322,,,0
19117903,0.08,2018/01/03,2
19118405,0.05,2017/10/14,1
19118803,,,0
19118963,0.39,2019/06/10,8
19119686,0.67,2019/05/20,17
19120316,1.58,2019/06/02,38
19120410,0.95,2019/06/13,23
19120657,0.12,2018/11/13,3
19121086,0.2,2019/05/07,5
19121957,0.58,2019/06/10,13
19121995,2.68,2019/06/01,68
19122217,0.47,2019/01/03,11
19122371,0.52,2019/01/01,13
19122452,0.73,2019/01/01,18
19122483,0.22,2018/12/29,5
19122672,1.23,2019/06/01,31
19122738,0.08,2017/08/13,2
19123146,0.16,2017/07/04,4
19123481,0.08,2017/07/23,2
19123591,0.08,2017/07/18,2
19126369,0.12,2017/10/07,3
19132312,0.09,2017/09/05,2
19133220,2.26,2019/06/18,57
19134112,2.24,2019/06/24,55
19134150,0.04,2017/08/21,1
19134330,0.04,2017/06/16,1
19134814,0.45,2018/01/03,11
19134850,0.69,2018/11/05,16
19135548,1.43,2019/06/14,22
19135811,1.39,2019/06/23,32
19136267,0.04,2017/06/19,1
19136705,0.4,2019/03/24,10
19136921,0.32,2018/09/25,8
19138138,0.73,2019/06/15,18
19138212,0.48,2018/09/28,11
19138221,1,2019/06/29,24
19139234,0.28,2017/12/03,6
19139564,3.9,2019/06/17,96
19140331,2.06,2019/06/04,23
19141112,0.05,2017/12/15,1
19141351,1.33,2019/05/23,33
19141391,0.39,2018/11/04,9
19141428,0.55,2019/05/31,13
19141662,0.08,2017/12/17,2
19141812,1.25,2019/03/31,28
19141833,0.04,2017/06/11,1
19142223,0.08,2017/06/19,2
19142325,,,0
19143826,2.34,2019/06/15,58
19153081,,,0
19153259,0.53,2018/09/16,13
19153982,,,0
19154108,1.64,2019/06/16,41
19154266,0.05,2017/11/30,1
19154276,0.68,2018/07/26,17
19154733,0.29,2018/09/02,7
19155616,7.84,2019/06/20,184
19155632,1.23,2019/04/04,30
19156426,0.29,2019/06/24,7
19157123,0.12,2017/07/29,3
19157481,0.1,2018/10/28,2
19158672,0.13,2018/01/05,3
19160371,0.21,2017/09/26,5
19160504,3.1,2019/06/23,78
19160912,0.53,2019/06/08,2
19161316,0.37,2018/10/01,9
19161510,0.46,2019/05/27,10
19161785,,,0
19161964,0.05,2017/11/15,1
19162127,0.8,2019/06/03,20
19162180,3.29,2019/06/16,77
19162211,0.98,2018/10/28,24
19162441,,,0
19162648,4.09,2019/06/21,94
19162994,,,0
